"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"IngredientBR","Ingredient.substance.strength.concentration[x]:concentrationRatio.extension","Ingredient.substance.strength.concentration[x].extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IngredientBR","Ingredient.substance.strength.concentration[x]:concentrationRatio.numerator","Ingredient.substance.strength.concentration[x].numerator","","","",0,1,"","","Y","Quantity {[]} {[]}
","Numerador da concentração","The value of the numerator.","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/concentration-unit","",,,,"Ratio.numerator",0,1,"rat-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IngredientBR","Ingredient.substance.strength.concentration[x]:concentrationRatio.denominator","Ingredient.substance.strength.concentration[x].denominator","","","",0,1,"","","Y","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity|5.0.0]]} {[]}
","Denominador da concentração","The value of the denominator.","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/concentration-unit","",,,,"Ratio.denominator",0,1,"rat-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IngredientBR","Ingredient.substance.strength.textConcentration","Ingredient.substance.strength.textConcentration","","","",0,1,"","","Y","string {[]} {[]}
","Text of either the whole concentration strength or a part of it (rest being in Strength.concentration as a ratio)","A textual represention of either the whole of the concentration strength or a part of it - with the rest being in Strength.concentration as a ratio.","","","","","","","","","",,,,,"",,,,"Ingredient.substance.strength.textConcentration",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IngredientBR","Ingredient.substance.strength.basis","Ingredient.substance.strength.basis","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","A code that indicates if the strength is, for example, based on the ingredient substance as stated or on the substance base (when the ingredient is a salt)","A code that indicates if the strength is, for example, based on the ingredient substance as stated or on the substance base (when the ingredient is a salt).","","","","","","","","","",,,,,"",,,,"Ingredient.substance.strength.basis",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IngredientBR","Ingredient.substance.strength.measurementPoint","Ingredient.substance.strength.measurementPoint","","","",0,1,"","","Y","string {[]} {[]}
","When strength is measured at a particular point or distance","For when strength is measured at a particular point or distance. There are products where strength is measured at a particular point. For example, the strength of the ingredient in some inhalers is measured at a particular position relative to the point of aerosolization.","","","","","","","","","",,,,,"",,,,"Ingredient.substance.strength.measurementPoint",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IngredientBR","Ingredient.substance.strength.country","Ingredient.substance.strength.country","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Where the strength range applies","The country or countries for which the strength range applies.","","","","","","","","","",,"example","Jurisdiction codes","http://hl7.org/fhir/ValueSet/country|5.0.0","",,,,"Ingredient.substance.strength.country",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IngredientBR","Ingredient.substance.strength.referenceStrength","Ingredient.substance.strength.referenceStrength","","","",0,*,"Y","","Y","BackboneElement {[]} {[]}
","Força de referência","Força calculada em relação a uma substância de referência","","","","","","","","","",,,,,"",,,,"Ingredient.substance.strength.referenceStrength",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IngredientBR","Ingredient.substance.strength.referenceStrength.id","Ingredient.substance.strength.referenceStrength.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"IngredientBR","Ingredient.substance.strength.referenceStrength.extension","Ingredient.substance.strength.referenceStrength.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IngredientBR","Ingredient.substance.strength.referenceStrength.modifierExtension","Ingredient.substance.strength.referenceStrength.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
